subject,class,split,PC1,PC2,PC3
1,NoPain,train,-4.271765052745065,3.1054697051171107,-3.9666342842806355
1,NoPain,train,-3.796302542627902,2.702772818366372,-2.1579175255089695
1,NoPain,train,-3.96246208242128,4.978009938426304,-2.195735513692851
1,NoPain,train,-3.273300480767175,4.670151501030219,-4.180672149710369
1,NoPain,train,-3.5021006057125112,3.212933210356063,-2.789307739206288
1,NoPain,train,-5.6077603049110705,5.238766631918943,-9.162263690906368
1,NoPain,train,-6.735703515884416,5.062677278407676,-6.201461183902341
1,NoPain,train,-3.6895337383492204,2.0567197024425052,-3.2914144067008455
1,NoPain,train,-6.210743022340965,6.464375015748027,-9.34289931338049
1,NoPain,train,-5.144103182121387,4.717080882657147,-5.271456940858971
1,NoPain,train,-5.231498172204769,3.8664068334503794,-4.491989248386843
1,NoPain,train,-4.675031597693432,2.9249692358479495,-6.230751267439249
1,PainArm,train,-4.782948440448577,4.400623721024132,-3.743524533709788
1,PainHand,train,-4.849146739062328,2.2595654955992397,-2.482623318349457
1,PainArm,train,-3.9161754705312646,3.852676952232863,-2.5551240733420593
1,PainHand,train,-5.420313711050413,4.33315540851337,-4.971036076381551
1,PainArm,train,-6.832721211345998,5.749446632024128,-6.271063056212845
1,PainHand,train,-5.588288433970929,4.163274390989869,-3.4857980600760654
1,PainArm,train,-6.077019485240006,6.979544710279425,-9.086733396565087
1,PainHand,train,-4.4282013506100695,7.894568206555482,-10.792516912448933
1,PainArm,train,-3.9993830864113,6.170630596547749,-6.291636489757504
1,PainHand,train,-5.577586642942125,7.20361866460994,-11.910063625337603
1,PainArm,train,-6.03130750345512,2.1987646968348535,-3.8638002816569914
1,PainHand,train,-6.929721478303043,12.583791943092809,-14.280171744666061
1,PainArm,train,-6.377199129760547,3.956930689272502,-4.008576558149884
1,PainHand,train,-7.401653006568677,7.464732000373872,-8.947745563942236
1,PainArm,train,-5.999064250067445,9.459530385631314,-9.833300198156852
1,PainHand,train,-5.704224570091296,4.5699996213041905,-6.632218234431394
1,PainArm,train,-5.5325434919819445,7.537661151083775,-9.573581694564814
1,PainHand,train,-6.558079272227722,6.831066614607367,-9.408769426579726
1,PainArm,train,-5.522618003798041,6.071103886993481,-8.233310406042383
1,PainHand,train,-5.982344696391239,8.979972174926107,-11.006520404460906
1,PainArm,train,-5.25045622182253,11.039164991631498,-11.811100306180961
1,PainHand,train,-6.723792516908409,7.5523720106158,-9.632621109372396
1,PainArm,train,-6.1878003486159825,6.09066473340273,-6.219826651933202
1,PainHand,train,-7.138185335138768,9.04529954052501,-7.058678178043794
2,NoPain,train,9.106052395199864,6.621516485717726,-15.69801854612825
2,NoPain,train,11.293641859229957,10.803979904018938,-18.490829118101452
2,NoPain,train,13.897969311918564,6.785404086717044,-16.275491637381503
2,NoPain,train,8.274483212179174,6.502334911006155,-14.664992342419065
2,NoPain,train,8.734986235403895,7.765717595191381,-16.36855010057068
2,NoPain,train,16.921068494842107,10.191070774858252,-12.313887419058563
2,NoPain,train,18.639956567005076,10.6456101657383,-15.444557301198335
2,NoPain,train,17.757653458065906,8.6138570257038,-14.37387088322765
2,NoPain,train,14.806208939924137,11.757872645895862,-10.886987169315844
2,NoPain,train,13.332697222265987,10.702582650152845,-11.358841791983602
2,NoPain,train,20.90234041834253,10.645950944354638,-17.439164435069507
2,NoPain,train,16.815450350015166,8.754221482243423,-13.115790833134426
2,PainArm,train,5.153630149020948,11.065228723714318,-15.449928854112079
2,PainHand,train,5.356501440456305,12.349233538350365,-13.84239172057211
2,PainArm,train,10.505031611660668,12.567494501238478,-14.663800121658563
2,PainHand,train,14.162537102837463,12.745261307792738,-14.502937060944204
2,PainArm,train,8.289914878393613,15.914193660999667,-11.69078158496498
2,PainHand,train,7.723174452848762,15.873425986362209,-12.79696073335034
2,PainArm,train,11.128615048373593,12.872546423314079,-12.601624110217509
2,PainHand,train,9.47899347420513,10.540263299686682,-14.259870861483956
2,PainArm,train,7.235165462954878,19.235275272297063,-10.605503575984464
2,PainHand,train,8.796861001621988,18.06324659978507,-13.832594726239234
2,PainArm,train,11.489248750797136,11.293033829645392,-12.287742878718726
2,PainHand,train,6.097616468165089,17.099844743243278,-12.402947558575281
2,PainArm,train,6.548711831888385,18.213043799953308,-11.351772563709204
2,PainHand,train,4.993228576376799,20.397435000400606,-12.655075484058788
2,PainArm,train,11.7901023156912,11.067783316016325,-11.137581727886738
2,PainHand,train,11.029898673875179,11.040331400313153,-11.997156936303655
2,PainArm,train,7.040316443122102,16.137239489017695,-13.873500468303963
2,PainHand,train,7.803802175537037,16.07750449174051,-13.569784871723186
2,PainArm,train,17.146189098358693,10.264828340838053,-11.473872651326666
2,PainHand,train,12.94189189643168,8.7892387386904,-12.437399613591836
2,PainArm,train,8.076252361727889,17.625839509810042,-15.059449264306826
2,PainHand,train,15.502304134816658,17.038748097043186,-15.810934355842376
2,PainArm,train,15.892386416200708,9.615715655837576,-12.224806840540113
2,PainHand,train,8.49000380308316,15.16128183497676,-13.23308318537657
4,NoPain,train,0.8274234716949866,2.5743344089901576,0.22333145410236377
4,NoPain,train,1.6920925810929792,3.5387772213862734,-0.6767960057158611
4,NoPain,train,1.6185237395348162,7.759163941038,-3.355449324065588
4,NoPain,train,2.936357207749354,2.5834467400503605,0.9791473794413882
4,NoPain,train,1.0841464086203987,2.7728856863092903,-0.8055780283905397
4,NoPain,train,-1.4999487232261313,2.2204487770798496,-0.46756746094645263
4,NoPain,train,-0.8473506995601455,1.312660675122609,0.3328500226860801
4,NoPain,train,-0.29814246123662685,1.286636790757917,0.15699759330871532
4,NoPain,train,-0.866116575261432,3.8163402826840906,0.09987845064404079
4,NoPain,train,-0.1559901032695897,0.16699787529198584,-0.5418695717399673
4,NoPain,train,-1.3785234811417604,2.7402382062659387,-0.48819488558470336
4,NoPain,train,-0.6250911161735898,2.7110655164104025,-0.29558777692320676
4,PainArm,train,-1.107624078157053,1.3250721196341921,-0.8894346504541516
4,PainHand,train,-0.9223848217443316,2.3233646906282837,-1.356224784568646
4,PainArm,train,-2.132876251079616,2.518008086158267,-1.3992715909776152
4,PainHand,train,-1.63447003193046,2.956836571078407,-0.12038295086573732
4,PainArm,train,-1.4588472393500358,2.4228149094768914,-0.6915215304062793
4,PainHand,train,-1.5248602159590234,0.9633699061154446,-2.214892419864304
4,PainArm,train,-2.0797438759237594,2.5463084504904963,-0.4696614337047887
4,PainHand,train,-1.1698365549699032,0.48552858388853026,-1.8678344701169451
4,PainArm,train,-0.38900833872550183,2.4232834434906847,-2.2622011954038537
4,PainHand,train,0.5204474241397071,0.4620039681581948,-1.5206761392001862
4,PainArm,train,-0.3138049907385226,1.0512470766276023,-1.6094908842372992
4,PainHand,train,-1.3452090072581835,0.15875986732251082,-1.907770125150932
4,PainArm,train,-2.1754059008310054,1.9384646044772011,-1.5661989810059675
4,PainHand,train,-2.7371111982625105,-0.8293642667312304,-4.812278086699576
4,PainArm,train,-1.6488597011174264,0.45991020709078956,-1.3278171304621242
4,PainHand,train,-1.8077886027605508,0.8801193906809566,-1.5302001956634652
4,PainArm,train,-0.25426580564496587,0.9534506295866133,-1.9702764039592486
4,PainHand,train,-1.1693590611500715,0.7109546736828029,-1.5573892025016596
4,PainArm,train,-1.0586615916863409,3.7491942942171685,-2.3020732309052083
4,PainHand,train,-1.6728030059036654,0.7853822913777446,-2.0827089280027424
4,PainArm,train,-1.7280347111688619,1.7546167923002214,-1.5037261882564583
4,PainHand,train,-1.4693202493755682,11.65327252848262,-6.751243023287785
4,PainArm,train,-2.44822722663299,4.544535049246529,-2.346718133365769
4,PainHand,train,-1.2078955643065492,0.36092913375319785,-1.4465851147677693
5,NoPain,train,-5.0211286085054345,20.537932234956788,4.159187101089565
5,NoPain,train,-2.4704884752852747,5.744707340435635,2.004202376981506
5,NoPain,train,-1.7280238402218675,3.833614040999657,-0.0029530548354538503
5,NoPain,train,-2.758440738780882,4.700075871249392,0.12261628003736835
5,NoPain,train,-2.588588135787974,3.4616266880473865,-0.28834711617355013
5,NoPain,train,0.17140267888190527,5.133787954043404,2.4129185874658434
5,NoPain,train,-0.1646887204332752,8.48873352872297,4.769294195981104
5,NoPain,train,-1.9240980437494686,4.502324104342927,0.9529717194574973
5,NoPain,train,0.7405399082771079,0.6470378908992056,-1.682913795459707
5,NoPain,train,-0.11511522419518751,2.9291429435923426,2.0125017262933254
5,NoPain,train,1.5077711206862996,-0.8302573715761041,-0.3713849206257454
5,NoPain,train,-2.1978843896630713,20.962900946758232,10.219232279335234
5,PainArm,train,-5.209760603735162,6.822061653828256,-3.184067495312231
5,PainHand,train,-4.1595321401746475,8.535922041553746,-0.5627897100584748
5,PainArm,train,-4.834259806214966,13.723087984368709,-1.3786161874849834
5,PainHand,train,-4.527894784696067,8.671583358703886,-2.0930888657183297
5,PainArm,train,-3.0072697962731616,7.212936112155669,-1.6067705818195501
5,PainHand,train,-4.51965108034288,11.031639691579327,-0.8866058521705885
5,PainArm,train,-5.474523011053139,9.612073919822066,-1.1786861438673573
5,PainHand,train,-2.6499810813261555,7.901943347827619,0.5148921025221015
5,PainArm,train,-5.083528272744819,11.24948779801258,-0.6086019848919912
5,PainHand,train,-3.443261200518499,4.505313247440456,-2.9132727092911823
5,PainArm,train,-3.025057669051463,1.7347789956977435,-3.222079744570794
5,PainHand,train,-4.2321573047259795,10.063941419030574,-2.161391669932762
5,PainArm,train,-5.173062392152361,9.897677001999455,0.5863703148274163
5,PainHand,train,-4.3744582402155014,5.568950157304365,-2.6898323719269865
5,PainArm,train,-2.3387234039558313,5.808192874429174,-0.813487064003365
5,PainHand,train,-2.212782901975674,6.86522689212486,-2.095450827076459
5,PainArm,train,-2.950561699171066,4.926777937773041,-1.8765976785551066
5,PainHand,train,-1.4733500110447857,7.28378671165408,-2.147661163471228
5,PainArm,train,-5.593054140840328,3.5543829634342865,-4.500094315730216
5,PainHand,train,-3.437607689028107,10.53486773652847,0.08717485477400122
5,PainArm,train,-3.8626064645853306,13.019861373527691,0.7371748860703562
5,PainHand,train,-4.437099870318137,6.709470920400826,-2.258781732917547
5,PainArm,train,-5.043815991153457,7.666821796566481,-1.3802606189768005
5,PainHand,train,-2.349365241357899,2.5410112632996813,-2.774250291601227
6,NoPain,train,-3.4030146246150696,10.992745045275678,3.661613447248597
6,NoPain,train,-5.726214116173974,20.819599014387066,10.075379780427653
6,NoPain,train,-4.532170270833305,9.761575421354667,4.2861694548992695
6,NoPain,train,-5.933334084076343,12.68114218198419,7.158028020969587
6,NoPain,train,-4.317512099748713,12.426125783274257,9.58595245265837
6,NoPain,train,-4.583410919375272,10.667697448352682,6.949759631185381
6,NoPain,train,-5.001852621749592,16.061793238862073,9.65167226972224
6,NoPain,train,-8.56762091591315,19.413379609164927,1.8654029326952148
6,NoPain,train,-3.805394264478103,13.741790373367474,9.06536451067361
6,NoPain,train,-6.566868699835978,6.62736500558556,3.8236794708187642
6,NoPain,train,-3.6261314789359584,6.662974059479606,5.536866274542926
6,NoPain,train,-4.610405342425153,8.805071234930855,5.884556252844668
6,PainArm,train,-7.734641542971546,23.58434816164284,5.726923896939188
6,PainHand,train,-7.900722477130492,18.99809490765844,3.3804656575877017
6,PainArm,train,-9.6770169961416,25.25031046874788,6.493799215625392
6,PainHand,train,-8.752334547077322,23.78945120728349,13.110864171843179
6,PainArm,train,-5.942839968420374,19.17785486557473,8.04029886300857
6,PainHand,train,-8.872776001180986,27.615799537540177,10.53829583157557
6,PainArm,train,-9.127240875429722,28.424022413255777,14.842725135308273
6,PainHand,train,-5.626470126087678,17.692266796023006,7.774099304070644
6,PainArm,train,-9.198246197587151,24.204479975668104,10.762203229766735
6,PainHand,train,-6.676180724249898,14.872675166111422,7.03583709241204
6,PainArm,train,-5.984370616344282,16.271400070192197,10.742869231283857
6,PainHand,train,-6.434955665329321,23.22723791520456,11.028108826208273
6,PainArm,train,-6.938326394282317,19.28192913202398,12.318967666424575
6,PainHand,train,-7.5581304422532245,18.662517998300675,12.622333691094003
6,PainArm,train,-4.667796204131213,16.774366079686747,9.419276185260808
6,PainHand,train,-3.872547696832645,12.696512131370223,6.487386391186095
6,PainArm,train,-4.733928183206223,13.44462733623012,8.718794842947055
6,PainHand,train,-7.02342882827865,13.758677838394515,6.653459021263916
6,PainArm,train,-6.677334132857844,10.022375140687148,4.724195576497889
6,PainHand,train,-7.740666985989212,17.804602266619128,5.606354033294847
6,PainArm,train,-6.268697950912356,13.33327350692926,7.947138614077431
6,PainHand,train,-5.959704513520747,13.964559007268203,7.286833312536673
6,PainArm,train,-5.791815076646169,7.3047491739606905,4.207672042971671
6,PainHand,train,-4.190639485175318,13.128784375349365,5.472225084446146
8,NoPain,train,12.182004409821593,1.3760438911028972,-9.522203621992023
8,NoPain,train,12.363589998500474,1.3922280480922538,-9.478497690445735
8,NoPain,train,10.770037693201083,2.052366630859995,-10.155309807378362
8,NoPain,train,10.14144433711106,1.1545777995329078,-10.462457227541085
